source_id,citation,doi,pub_year,study_type,peer_reviewed,country,region,population_setting,age_min,age_max,age_category,extraction_basis,sex,level_of_play,sport_raw,sport,sport_category,exposure_context,subgroup_label,sample_size,athlete_exposures,season_or_timeframe,injury_count,injury_type_raw,injury_category,rate_raw,rate_denominator_raw,rate_per_1000_ae,mouthguard_required,mouthguard_use_rate,mouthguard_injury_relation,extraction_date,extractor,extraction_notes,quality_flag
azadani2023,"Azadani, E. N., Peng, J., Townsend, J. A., & Collins, C. L. (2023). Traumatic dental injuries in high school athletes in the United States of America from 2005 to 2020. Dental Traumatology, 39(1), 73-81.",10.1111/edt.12800,2023,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,male,school_varsity,boys' basketball,basketball,limited_contact,all,,,,2005/06 through 2019/20 academic years,,dental injuries (unspecified type),unspecified_dental,2.4,"per 100,000 athlete-exposures",0.024,no,,analyzed,2026-05-23,VB-AI-assisted-2026-05-23,"Highest per-sport rate among boys' sports. Per-sport AE denominator and injury count require full text. Note: collins2016 (same surveillance, 2008-2014 subset) reported boys' basketball = 2.6 per 100k AE — the rate is broadly stable across the longer window.",partial_data
azadani2023,"Azadani, E. N., Peng, J., Townsend, J. A., & Collins, C. L. (2023). Traumatic dental injuries in high school athletes in the United States of America from 2005 to 2020. Dental Traumatology, 39(1), 73-81.",10.1111/edt.12800,2023,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,female,school_varsity,girls' field hockey,hockey_field,limited_contact,all,,,,2005/06 through 2019/20 academic years,,dental injuries (unspecified type),unspecified_dental,3.5,"per 100,000 athlete-exposures",0.035,no,,analyzed,2026-05-23,VB-AI-assisted-2026-05-23,Highest per-sport rate among girls' sports. Per-sport AE denominator and injury count require full text.,partial_data
azimi2020,"Azizi A, et al. (2020). Random forest algorithm to identify factors associated with sports-related dental injuries in 6 to 13-year-old athlete children in Hamadan, Iran-2018.",,2020,cross_sectional,TRUE,IR,Hamadan,club,6,13,youth,youth_primary,mixed,club,"multiple (athlete children, mixed sports)",all_sports_aggregate,,all,,356,,2018,55,self-reported sports-related dental injury,unspecified_dental,15.4,(%) of 356 athlete children 6-13,,unspecified,,analyzed,2026-05-24,VB-AI-assisted-2026-05-24,"356 athlete children 6-13. Sports-related dental injury 15.4% (55). Higher in boys (p=0.008), and in children of mothers with lower education (p=0.045). MG awareness/use significantly reduces injury (p<0.001). RF model 89.3% accuracy.",partial_data
baek2021,"Baek J-S, et al. (2021). Sports-Related Oral and Maxillofacial Injuries: A 5-Year Retrospective Study, Pusan National University Dental Hospital.",,2021,case_series,TRUE,KR,Pusan,mixed,5,99,mixed,youth_primary,mixed,mixed,multi-sport — sports-related OMF trauma cohort,all_sports_aggregate,,all,,517,,2014-2018 (5 years),517,sports-related oral & maxillofacial injuries,orofacial_with_dental,,case count 2014-2018,,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,"517 patients Pusan National University Dental Hospital ED 2014-2018. Teenagers 27.9% (largest age group), <10yo 23.2% (2nd). Cycling = #1 cause overall (43.5%, NC). Within contact sports: football 47.7%. Within limited-contact: baseball 50.0%. Within noncontact: cycling 74.8%. Mechanisms: contact = other person's body 53.4%; LC = other objects 60.9%; NC = slip down 77.4%.",partial_data
basketball_craniofacial2021,(2021). Heads Up Play: Acute Assessment and Management of Basketball-Related Craniofacial Injuries by On-Court Personnel.,,2021,surveillance,TRUE,US,,mixed,5,49,mixed,youth_primary,mixed,mixed,basketball craniofacial (NEISS 2010-2019),basketball,limited_contact,all,,,,2010-2019,22529,basketball craniofacial (concussion / contusion / fracture / laceration / etc.),orofacial_with_dental,,,,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"NEISS 2010-2019, 22,529 basketball craniofacial injuries ages 5-49. Adolescent (12-18) + young adult (19-34) had highest incidence. Adolescents: more concussions, fewer fractures/lacerations than young adults (p<.05).",partial_data
benson2002,"Benson BW, Mohtadi NG, Rose MS, Meeuwisse WH. (2002). A comparison of facial protection and the incidence of head, neck, and facial injuries in Junior A hockey players.",,2002,cohort,TRUE,CA,,club,16,20,mixed,youth_primary,male,elite,Junior A ice hockey (elite amateur),hockey_ice,contact,all,full_facial_protection,282,,prospective cohort,16,head/neck/face injuries (subgroup: full protection),orofacial_with_dental,23.2,per 1000 player-game hours (full cage or shield),,unspecified,,analyzed,2026-05-24,VB-AI-assisted-2026-05-24,"Full cage/shield: 16 injuries, 23.2/1000 player-game hours (~7× lower than no protection).",partial_data
benson2002,"Benson BW, Mohtadi NG, Rose MS, Meeuwisse WH. (2002). A comparison of facial protection and the incidence of head, neck, and facial injuries in Junior A hockey players.",,2002,cohort,TRUE,CA,,club,16,20,mixed,youth_primary,male,elite,Junior A ice hockey (elite amateur),hockey_ice,contact,all,no_facial_protection,282,,prospective cohort,52,head/neck/face injuries (subgroup: no facial protection),orofacial_with_dental,158.9,per 1000 player-game hours (no facial protection),,unspecified,,analyzed,2026-05-24,VB-AI-assisted-2026-05-24,"282 Junior A elite amateur ice hockey players. No protection: 52 injuries, 158.9/1000 player-game hours.",partial_data
benson2002,"Benson BW, Mohtadi NG, Rose MS, Meeuwisse WH. (2002). A comparison of facial protection and the incidence of head, neck, and facial injuries in Junior A hockey players.",,2002,cohort,TRUE,CA,,club,16,20,mixed,youth_primary,male,elite,Junior A ice hockey (elite amateur),hockey_ice,contact,all,partial_facial_protection,282,,prospective cohort,45,head/neck/face injuries (subgroup: half shield),orofacial_with_dental,73.5,per 1000 player-game hours (partial = half shield),,unspecified,,analyzed,2026-05-24,VB-AI-assisted-2026-05-24,"Half shield: 45 injuries, 73.5/1000 player-game hours.",partial_data
calderon2020,"Calderon-Diaz J, et al. (2020). Experience with mouthguards and prevalence of orofacial injuries among field hockey players in Catalonia.",,2020,cross_sectional,TRUE,ES,Catalonia,club,10,99,mixed,youth_primary,mixed,mixed,field hockey,hockey_field,limited_contact,all,,325,,lifetime recall,163,orofacial injury lifetime (mean dental injuries per player = 0.18),orofacial_with_dental,50.2,(%) of 325 field hockey players with at least one orofacial injury,,unspecified,0.957,mentioned_only,2026-05-24,VB-AI-assisted-2026-05-24,"325 Catalonia field hockey players (28% female). All age categories. Mean lifetime per player: oral lacerations 1.59, TMD pain 0.24, dental injuries 0.18. MG tried 95.7%; habitually used in training 86.8%, competition 91.3%. Custom-made rated most comfortable (p<.05).",partial_data
carter2000,"Carter NL, Jones JE, Newton JT. (2000). The aetiology of dento-alveolar injuries and factors influencing attendance for emergency care of adolescents in the north west of England.",,2000,cross_sectional,TRUE,GB,North West England,school,5,18,mixed,youth_primary,mixed,recreational,all causes (bicycle/sports 30% of injuries),all_activities_aggregate,,all,,2022,,cross-sectional,696,,unspecified_dental,34.0,(%) of 2022 schoolchildren with any dental trauma,,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,"2022 schoolchildren. 696 (34%) had dental injury. Falls 34% main cause; bicycles/sports another 30%. Home 35%, school 25%. Sport-specific subset not isolated.",partial_data
cetin2026,"Cetin SE, et al. (2026). Youth Basketball Players' Awareness and Experiences of Sports-Related Traumatic Dental Injuries and Mouthguards in Turkey: A Cross-Sectional Study.",,2026,cross_sectional,TRUE,TR,,club,8,18,mixed,youth_primary,mixed,club,"youth basketball (Turkey, 25 randomly-selected teams)",basketball,limited_contact,all,,125,,2024-2025 season,21,self-reported dental injury (tooth fracture predominant 57.1%),crown_fracture,16.8,(%) of 125 youth basketball players,,unspecified,0.072,mentioned_only,2026-05-24,VB-AI-assisted-2026-05-24,"125 youth basketball players, 25 teams, 2024-25 season. TDI prevalence 16.8%; tooth fractures most common type. Only 29.6% knew timely replantation helps. MG use 7.2%; primary reason for non-use = perception of being unnecessary (41.1%).",partial_data
cetinbas2008,"Cetinbaş T, Yildirim G, Sönmez H. (2008). The relationship between sports activities and permanent incisor crown fractures in a group of school children aged 7-9 and 11-13 in Ankara, Turkey. Dental Traumatology.",,2008,cross_sectional,TRUE,TR,Ankara,school,7,13,youth,youth_primary,mixed,recreational,all sports (aggregate),all_sports_aggregate,,all,all_sports,2570,,cross-sectional,191,permanent maxillary/mandibular incisor crown fracture (any cause),crown_fracture,7.43,(%) of 2570 schoolchildren with dental trauma,,unspecified,,mentioned_only,2026-05-24,VB-AI-assisted-2026-05-24,"2570 students, 10 primary schools, 5 Ankara municipalities. 14.14% of incisal fractures were sport-related. 84% maxillary central incisors. Males higher than females in older group (p<0.01). Bicycling caused significantly higher crown fractures than other sports (p<0.05).",partial_data
cetinbas2008,"Cetinbaş T, Yildirim G, Sönmez H. (2008). The relationship between sports activities and permanent incisor crown fractures in a group of school children aged 7-9 and 11-13 in Ankara, Turkey. Dental Traumatology.",,2008,cross_sectional,TRUE,TR,Ankara,school,7,13,youth,youth_primary,mixed,recreational,sport-related subset of incisor crown fractures,all_sports_aggregate,,all,sport_related_subset,,,cross-sectional,31,permanent incisor crown fracture caused by sport (14.14% of 222 fractures),crown_fracture,14.14,(%) of fractures attributed to sport,,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,14.14% of the 222 fractured incisors attributed to sport activities (~31 of 222).,partial_data
chan2011,"Chan YM, Williams S, Davidson LE, Drummond BK. (2011). Orofacial and dental trauma of young children in Dunedin, New Zealand. Dental Traumatology.",,2011,case_series,TRUE,NZ,Dunedin,mixed,0,10,youth,youth_primary,mixed,recreational,"multiple — sport one of several causes (collisions, falls, sports)",all_activities_aggregate,,all,,288,,1999-2000 (2-year retrospective),300,"orofacial trauma episodes (288 children, 300 incidents)",orofacial_with_dental,,,,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,"University Dental School clinic Dunedin. Ages 0-10. 86.6% had cause noted. In younger children mainly falls; in school-aged children sports + collisions + falls. Predominant dental injuries: concussions and subluxations (more common in primary dentition, p<0.001). Upper central incisors most affected. Lip injuries dominant non-dental.",partial_data
chapman2004,"Chapman PJ, Nasser BP. (2004). Parental perceptions regarding mandatory mouthguard use in competitive youth soccer.",,2004,cross_sectional,TRUE,US,,club,8,14,mixed,youth_primary,mixed,club,competitive youth soccer (8-14 yo),football_association,limited_contact,all,,120,,fall 2002,13,self-reported orofacial injury (last 12 mo),unspecified_dental,11.0,(%) of 120 youth soccer parents reporting orofacial injury in child,,unspecified,0.14,analyzed,2026-05-24,VB-AI-assisted-2026-05-24,120 parents of 8-14 yo soccer players (mean 11.8 ± 1.5; 48% female). 14% wore MG; 11% had orofacial injuries. 92% parents thought MG effective; 50% agreed mandatory. Dentist/physician recommendation associated with mandatory support (OR=2.9).,partial_data
chisholm2020,"Chisholm DA, et al. (2020). Mouthguard use in youth ice hockey and the risk of concussion: nested case-control study of 315 cases.",,2020,cohort,TRUE,CA,,club,10,17,adolescent,youth_primary,mixed,club,youth ice hockey (CA — case-control nested in prospective cohorts),hockey_ice,contact,all,cases_concussion,315,,case-control study period,315,game/practice concussion (cases),concussion,75.0,(%) of 315 concussion cases wearing MG at injury,,unspecified,0.7492063492063492,analyzed,2026-05-25,VB-AI-assisted-2026-05-25,Cases = 315 concussions. 236/315 (75%) wore MG at time of injury.,partial_data
chisholm2020,"Chisholm DA, et al. (2020). Mouthguard use in youth ice hockey and the risk of concussion: nested case-control study of 315 cases.",,2020,cohort,TRUE,CA,,club,10,17,adolescent,youth_primary,mixed,club,youth ice hockey (CA — case-control nested in prospective cohorts),hockey_ice,contact,all,controls_other_injury,270,,case-control study period,270,non-concussion game/practice injury (controls),concussion,83.0,(%) of 270 control (non-concussion) cases wearing MG at injury,,unspecified,0.8296296296296296,analyzed,2026-05-25,VB-AI-assisted-2026-05-25,Controls = 270 non-concussion injuries. 224/270 (83%) wore MG. Any MG vs none: adjusted OR for concussion 0.36 (95% CI 0.17-0.73). Off-the-shelf MG: aOR 0.31 (0.14-0.65). Custom-fit MG: non-significant.,partial_data
collins2004,"Collins CL, McKenzie LB, Comstock RD. (2004). Dental Injuries in Intermediate and High School Athletes: A 15-Year Study at Punahou School.",,2004,cohort,TRUE,US,Hawaii,school,11,18,mixed,youth_primary,,school_varsity,all sports — Punahou interscholastic (15-yr aggregate),all_sports_aggregate,,all,all_sports,2445,,1988-2003 (15 years),56,"dental injury (defined to include jaw, teeth, oral soft tissue requiring referral)",unspecified_dental,0.2,"(%) of 19,492 total injuries that were dental",,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,"15-yr longitudinal Punahou School Hawaii. 2445 total students; ~1340 annually in athletics. 123 teams across 19F/18M/2coed sports. 19,492 total injuries → 56 dental (23 tooth, 20 jaw, 13 soft tissue). Rates per 1000 athlete-sessions reported.",partial_data
collins2004,"Collins CL, McKenzie LB, Comstock RD. (2004). Dental Injuries in Intermediate and High School Athletes: A 15-Year Study at Punahou School.",,2004,cohort,TRUE,US,Hawaii,school,11,18,mixed,youth_primary,male,school_varsity,football — Punahou,football_american,contact,all,,,,1988-2003 (15 years),,,unspecified_dental,0.029,per 1000 athlete-sessions,0.029,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,Football: 0.029 per 1000 athlete-sessions. NO tooth injuries (MG mandatory).,partial_data
collins2004,"Collins CL, McKenzie LB, Comstock RD. (2004). Dental Injuries in Intermediate and High School Athletes: A 15-Year Study at Punahou School.",,2004,cohort,TRUE,US,Hawaii,school,11,18,mixed,youth_primary,male,school_varsity,boys' soccer,football_association,limited_contact,all,,,,1988-2003 (15 years),,,unspecified_dental,0.127,per 1000 athlete-sessions,0.127,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,Boys' soccer: 0.127 per 1000 athlete-sessions.,partial_data
collins2004,"Collins CL, McKenzie LB, Comstock RD. (2004). Dental Injuries in Intermediate and High School Athletes: A 15-Year Study at Punahou School.",,2004,cohort,TRUE,US,Hawaii,school,11,18,mixed,youth_primary,male,school_varsity,boys' judo,martial_arts_other,contact,all,,,,1988-2003 (15 years),,,unspecified_dental,0.189,per 1000 athlete-sessions,0.189,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,Boys' judo: 0.189 per 1000 athlete-sessions.,partial_data
collins2004,"Collins CL, McKenzie LB, Comstock RD. (2004). Dental Injuries in Intermediate and High School Athletes: A 15-Year Study at Punahou School.",,2004,cohort,TRUE,US,Hawaii,school,11,18,mixed,youth_primary,female,school_varsity,girls' wrestling,wrestling,contact,all,,,,1988-2003 (15 years),,,unspecified_dental,0.243,per 1000 athlete-sessions (95% CI 0-2.3),0.243,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,Highest dental injury rate at Punahou over 15 yrs. Very wide CI.,partial_data
collins2016,"Collins, C. L., McKenzie, L. B., Ferketich, A. K., Andridge, R., & Xiang, H. (2016). Dental injuries sustained by high school athletes in the United States, from 2008/2009 through 2013/2014 academic years. Dental Traumatology, 32(2), 121–127.",10.1111/edt.12228,2016,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,mixed,school_varsity,All sports (aggregate),all_sports_aggregate,,all,,,24787258,2008/09–2013/14 academic years,222,dental injuries (unspecified type),unspecified_dental,0.9,"per 100,000 athlete-exposures",0.009,no,0.275,analyzed,2026-05-22,VB-AI-assisted-2026-05-22,"Aggregate row across all reported sports. Mouthguard use rate is computed from abstract: 72.5% of injured athletes were not wearing a MG, so 27.5% were — note this is MG use AT TIME OF INJURY (not population prevalence). 95.9% of worn MGs were self-fitted. Per-sport rates by competition vs practice not extracted at aggregate level (see other rows).",partial_data
collins2016,"Collins, C. L., McKenzie, L. B., Ferketich, A. K., Andridge, R., & Xiang, H. (2016). Dental injuries sustained by high school athletes in the United States, from 2008/2009 through 2013/2014 academic years. Dental Traumatology, 32(2), 121–127.",10.1111/edt.12228,2016,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,mixed,school_varsity,All sports (competition),all_sports_aggregate,,competition,,,,2008/09–2013/14 academic years,,dental injuries (unspecified type),unspecified_dental,1.8,"per 100,000 athlete-exposures (competition only)",0.018,no,,analyzed,2026-05-22,VB-AI-assisted-2026-05-22,Rate during competition only. Abstract reports RR competition vs practice = 3.1 (95% CI 2.3–4.0).,partial_data
collins2016,"Collins, C. L., McKenzie, L. B., Ferketich, A. K., Andridge, R., & Xiang, H. (2016). Dental injuries sustained by high school athletes in the United States, from 2008/2009 through 2013/2014 academic years. Dental Traumatology, 32(2), 121–127.",10.1111/edt.12228,2016,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,mixed,school_varsity,All sports (practice),all_sports_aggregate,,practice,,,,2008/09–2013/14 academic years,,dental injuries (unspecified type),unspecified_dental,0.6,"per 100,000 athlete-exposures (practice only)",0.006,no,,analyzed,2026-05-22,VB-AI-assisted-2026-05-22,Rate during practice only.,partial_data
collins2016,"Collins, C. L., McKenzie, L. B., Ferketich, A. K., Andridge, R., & Xiang, H. (2016). Dental injuries sustained by high school athletes in the United States, from 2008/2009 through 2013/2014 academic years. Dental Traumatology, 32(2), 121–127.",10.1111/edt.12228,2016,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,male,school_varsity,boys' basketball,basketball,limited_contact,all,,,,2008/09–2013/14 academic years,,dental injuries (unspecified type),unspecified_dental,2.6,"per 100,000 athlete-exposures",0.026,no,,analyzed,2026-05-22,VB-AI-assisted-2026-05-22,Second-highest sport-specific rate reported in abstract. Per-sport injury counts and AE denominators require full text.,partial_data
collins2016,"Collins, C. L., McKenzie, L. B., Ferketich, A. K., Andridge, R., & Xiang, H. (2016). Dental injuries sustained by high school athletes in the United States, from 2008/2009 through 2013/2014 academic years. Dental Traumatology, 32(2), 121–127.",10.1111/edt.12228,2016,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,female,school_varsity,girls' field hockey,hockey_field,limited_contact,all,,,,2008/09–2013/14 academic years,,dental injuries (unspecified type),unspecified_dental,3.9,"per 100,000 athlete-exposures",0.039,no,,analyzed,2026-05-22,VB-AI-assisted-2026-05-22,Highest sport-specific rate reported in the abstract. Denominator (per 100k AE) was the headline metric; injury_count and athlete_exposures per-sport require full text.,partial_data
collins_baseball2008,"Collins CL, Comstock RD. (2008). Epidemiological features of high school baseball injuries in the United States, 2005-2007.",,2008,surveillance,TRUE,US,,school,14,18,adolescent,youth_primary,male,school_varsity,boys' high school baseball (national RIO surveillance),baseball,limited_contact,all,,,,2005/06 + 2006/07 academic years,431,"baseball injuries (head/face 12.3%, mouth/teeth subset within batted-ball injuries)",orofacial_with_dental,1.26,per 1000 athlete-exposures (HS baseball overall),1.26,unspecified,,not_addressed,2026-05-24,VB-AI-assisted-2026-05-24,"National HS RIO 2005-06 + 2006-07. 100 schools. National est 131,555 baseball injuries. 431 reported injuries → rate 1.26/1000 AE. Head/face 12.3% of body sites injured. Of 50 batted-ball injuries (11.6% of all), head/face 48.0% and mouth/teeth 16.0%. 9.7% medical disqualification season; 9.4% surgery.",partial_data
collins_neiss2019,"Collins CL, et al. (2019). Pediatric Sports- and Recreation-Related Dental Injuries Treated in US Emergency Departments. Clinical Pediatrics.",,2019,surveillance,TRUE,US,,mixed,0,17,mixed,youth_primary,mixed,mixed,"all sport + recreation (NEISS dental injuries <18yo, 2000-2017)",all_sports_aggregate,,all,,,,2000-2017,198787,"ED-treated dental injuries (sport + recreation, children <18)",unspecified_dental,15.4,"approximate average per 100,000 US population <18 yrs / year (range 16.9 in 2000 to 13.9 in 2017)",,unspecified,,not_addressed,2026-05-25,VB-AI-assisted-2026-05-25,"NEISS 2000-2017. Estimated 198,787 injuries total (95% CI 162-235k); ~11,044/yr average. Rate fluctuated 16.9 (2000) -> 13.9 (2017) per 100k pop. Male 69.8%; ages 7-12 = 44.6% (top age band). Top products: bicycles 28.6%, playground 15.3%, baseball/softball 12.4%.",partial_data
